2018-05-29 16:21:09 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
#12 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Server.php(98): Cake\Http\Runner->run(Object(Cake\Http\MiddlewareQueue), Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#13 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/webroot/index.php(40): Cake\Http\Server->run()
#14 {main}


2018-05-30 04:31:48 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 04:31:48 Error: [Error] Call to a member function user() on boolean
Request URL: /users/login
Stack Trace:
#0 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Controller/Controller.php(596): App\Controller\UsersController->login()
#1 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/ActionDispatcher.php(120): Cake\Controller\Controller->invokeAction()
#2 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/ActionDispatcher.php(94): Cake\Http\ActionDispatcher->_invoke(Object(App\Controller\UsersController))
#3 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/BaseApplication.php(228): Cake\Http\ActionDispatcher->dispatch(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#4 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Http\BaseApplication->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#5 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Routing/Middleware/RoutingMiddleware.php(158): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#6 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Routing\Middleware\RoutingMiddleware->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#7 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Routing/Middleware/AssetMiddleware.php(88): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#8 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Routing\Middleware\AssetMiddleware->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#9 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Error/Middleware/ErrorHandlerMiddleware.php(98): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#10 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Error\Middleware\ErrorHandlerMiddleware->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#11 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(51): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#12 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Server.php(98): Cake\Http\Runner->run(Object(Cake\Http\MiddlewareQueue), Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#13 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/webroot/index.php(40): Cake\Http\Server->run()
#14 {main}


2018-05-30 04:34:37 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 04:34:37 Error: [Error] Call to a member function del() on boolean
Request URL: /users/login
Stack Trace:
#0 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Controller/Controller.php(596): App\Controller\UsersController->login()
#1 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/ActionDispatcher.php(120): Cake\Controller\Controller->invokeAction()
#2 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/ActionDispatcher.php(94): Cake\Http\ActionDispatcher->_invoke(Object(App\Controller\UsersController))
#3 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/BaseApplication.php(228): Cake\Http\ActionDispatcher->dispatch(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#4 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Http\BaseApplication->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#5 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Routing/Middleware/RoutingMiddleware.php(158): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#6 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Routing\Middleware\RoutingMiddleware->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#7 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Routing/Middleware/AssetMiddleware.php(88): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#8 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Routing\Middleware\AssetMiddleware->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#9 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Error/Middleware/ErrorHandlerMiddleware.php(98): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#10 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Error\Middleware\ErrorHandlerMiddleware->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#11 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(51): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#12 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Server.php(98): Cake\Http\Runner->run(Object(Cake\Http\MiddlewareQueue), Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#13 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/webroot/index.php(40): Cake\Http\Server->run()
#14 {main}


2018-05-30 04:34:38 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 04:34:38 Error: [Error] Call to a member function del() on boolean
Request URL: /users/login
Stack Trace:
#0 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Controller/Controller.php(596): App\Controller\UsersController->login()
#1 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/ActionDispatcher.php(120): Cake\Controller\Controller->invokeAction()
#2 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/ActionDispatcher.php(94): Cake\Http\ActionDispatcher->_invoke(Object(App\Controller\UsersController))
#3 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/BaseApplication.php(228): Cake\Http\ActionDispatcher->dispatch(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#4 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Http\BaseApplication->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#5 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Routing/Middleware/RoutingMiddleware.php(158): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#6 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Routing\Middleware\RoutingMiddleware->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#7 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Routing/Middleware/AssetMiddleware.php(88): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#8 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Routing\Middleware\AssetMiddleware->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#9 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Error/Middleware/ErrorHandlerMiddleware.php(98): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#10 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Error\Middleware\ErrorHandlerMiddleware->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#11 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(51): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#12 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Server.php(98): Cake\Http\Runner->run(Object(Cake\Http\MiddlewareQueue), Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#13 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/webroot/index.php(40): Cake\Http\Server->run()
#14 {main}


2018-05-30 04:34:38 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 04:34:38 Error: [Error] Call to a member function del() on boolean
Request URL: /users/login
Stack Trace:
#0 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Controller/Controller.php(596): App\Controller\UsersController->login()
#1 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/ActionDispatcher.php(120): Cake\Controller\Controller->invokeAction()
#2 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/ActionDispatcher.php(94): Cake\Http\ActionDispatcher->_invoke(Object(App\Controller\UsersController))
#3 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/BaseApplication.php(228): Cake\Http\ActionDispatcher->dispatch(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#4 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Http\BaseApplication->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#5 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Routing/Middleware/RoutingMiddleware.php(158): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#6 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Routing\Middleware\RoutingMiddleware->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#7 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Routing/Middleware/AssetMiddleware.php(88): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#8 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Routing\Middleware\AssetMiddleware->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#9 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Error/Middleware/ErrorHandlerMiddleware.php(98): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#10 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Error\Middleware\ErrorHandlerMiddleware->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#11 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(51): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#12 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Server.php(98): Cake\Http\Runner->run(Object(Cake\Http\MiddlewareQueue), Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#13 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/webroot/index.php(40): Cake\Http\Server->run()
#14 {main}


2018-05-30 04:34:38 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 04:34:38 Error: [Error] Call to a member function del() on boolean
Request URL: /users/login
Stack Trace:
#0 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Controller/Controller.php(596): App\Controller\UsersController->login()
#1 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/ActionDispatcher.php(120): Cake\Controller\Controller->invokeAction()
#2 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/ActionDispatcher.php(94): Cake\Http\ActionDispatcher->_invoke(Object(App\Controller\UsersController))
#3 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/BaseApplication.php(228): Cake\Http\ActionDispatcher->dispatch(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#4 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Http\BaseApplication->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#5 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Routing/Middleware/RoutingMiddleware.php(158): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
